"","MUN","lat","lng","YEAR","INT_STUD","TOT_STUD","REL_STUD"
"557","Amsterdam",52.3667,4.8833,2017,6023,43027,0.139981871847909
"558","Diemen",52.3439,4.9625,2017,103,821,0.125456760048721
"559","Tilburg",51.5572,5.0911,2017,1456,12782,0.113910186199343
"560","Utrecht",52.0908,5.1222,2017,1541,24255,0.0635332921047207
"561","Almere",52.3758,5.2256,2017,20,1251,0.0159872102318145
"562","Amersfoort",52.155,5.3875,2017,3,681,0.00440528634361234
"563","Eindhoven",51.4408,5.4778,2017,1317,11067,0.119002439685552
"564","Helmond",51.4817,5.6611,2017,1,362,0.00276243093922652
"565","Wageningen",51.97,5.6667,2017,1053,4411,0.238721378372251
"566","Ede",52.0436,5.6667,2017,6,1162,0.00516351118760757
"567","Maastricht",50.8483,5.6889,2017,4384,8833,0.496320615872297
"568","Dronten",52.5242,5.7125,2017,60,553,0.108499095840868
"569","Leeuwarden",53.2,5.7833,2017,662,5777,0.114592348970054
"570","Nijmegen",51.8425,5.8528,2017,1196,16063,0.0744568262466538
"571","Sittard-Geleen",51,5.8667,2017,30,1628,0.0184275184275184
"572","Arnhem",51.9833,5.9167,2017,624,3876,0.160990712074303
"573","Apeldoorn",52.21,5.97,2017,26,278,0.0935251798561151
"574","Heerlen",50.8833,5.9833,2017,216,1699,0.127133608004709
"575","Rheden",52,6.0167,2017,73,573,0.12739965095986
"576","Zwolle",52.5125,6.0944,2017,62,7055,0.00878809355067328
"577","Venlo",51.37,6.1681,2017,821,1376,0.596656976744186
"578","Meppel",52.6958,6.1944,2017,57,169,0.337278106508876
"579","Deventer",52.25,6.2,2017,146,2366,0.0617075232459848
"580","Assen",52.9967,6.5625,2017,19,83,0.228915662650602
"581","Groningen",53.2167,6.5667,2017,3570,21430,0.166588894073728
"582","Enschede",52.2183,6.8958,2017,1955,9432,0.207273112807464
"583","Emmen",52.7833,6.9,2017,56,380,0.147368421052632
"584","Vlissingen",51.45,3.5833,2018,126,1113,0.113207547169811
"585","Middelburg",51.4997,3.6136,2018,115,403,0.285359801488834
"586","The Hague",52.0767,4.2986,2018,2270,11226,0.20220915731338
"587","Bergen op Zoom",51.5,4.3,2018,13,21,0.619047619047619
"588","Delft",52.0119,4.3594,2018,2356,10286,0.22904919307797
"589","Rotterdam",51.9225,4.4792,2018,3708,26190,0.141580756013746
"590","Leiden",52.1583,4.4931,2018,1551,13506,0.114837849844514
"591","Haarlem",52.3803,4.6406,2018,90,1533,0.0587084148727984
"592","Gouda",52.0181,4.7056,2018,3,336,0.00892857142857143
"593","Alkmaar",52.632,4.751,2018,6,1328,0.00451807228915663
"594","Breda",51.5875,4.775,2018,440,6525,0.0674329501915709
"595","Amsterdam",52.3667,4.8833,2018,7111,44128,0.161144851341552
"596","Diemen",52.3439,4.9625,2018,106,906,0.116997792494481
"597","Tilburg",51.5572,5.0911,2018,1644,13283,0.123767221260257
"598","Utrecht",52.0908,5.1222,2018,2044,25374,0.0805548987152203
"599","Hilversum",52.23,5.18,2018,1,7,0.142857142857143
"600","Almere",52.3758,5.2256,2018,21,1412,0.0148725212464589
"601","Amersfoort",52.155,5.3875,2018,6,729,0.00823045267489712
"602","Eindhoven",51.4408,5.4778,2018,1480,11545,0.128194023386748
"603","Wageningen",51.97,5.6667,2018,1051,4477,0.234755416573598
"604","Ede",52.0436,5.6667,2018,2,1373,0.00145666423889294
"605","Maastricht",50.8483,5.6889,2018,4606,9111,0.505542750521348
"606","Dronten",52.5242,5.7125,2018,75,567,0.132275132275132
"607","Leeuwarden",53.2,5.7833,2018,681,6251,0.10894256918893
"608","Nijmegen",51.8425,5.8528,2018,1202,17087,0.0703458769825013
"609","Sittard-Geleen",51,5.8667,2018,23,1581,0.0145477545857052
"610","Arnhem",51.9833,5.9167,2018,579,3544,0.163374717832957
"611","Apeldoorn",52.21,5.97,2018,17,218,0.0779816513761468
"612","Heerlen",50.8833,5.9833,2018,178,1751,0.101656196459166
"613","Rheden",52,6.0167,2018,77,547,0.140767824497258
"614","Zwolle",52.5125,6.0944,2018,91,7326,0.0124215124215124
"615","Venlo",51.37,6.1681,2018,753,1326,0.567873303167421
"616","Meppel",52.6958,6.1944,2018,78,161,0.484472049689441
"617","Deventer",52.25,6.2,2018,134,2575,0.0520388349514563
"618","Assen",52.9967,6.5625,2018,21,100,0.21
"619","Groningen",53.2167,6.5667,2018,4505,22502,0.20020442627322
"620","Enschede",52.2183,6.8958,2018,1997,9774,0.204317577245754
"621","Emmen",52.7833,6.9,2018,80,406,0.197044334975369
"622","Vlissingen",51.45,3.5833,2019,148,1105,0.13393665158371
"623","Middelburg",51.4997,3.6136,2019,119,385,0.309090909090909
"624","The Hague",52.0767,4.2986,2019,2461,11186,0.220007151796889
"625","Bergen op Zoom",51.5,4.3,2019,17,41,0.414634146341463
"626","Delft",52.0119,4.3594,2019,2217,9863,0.224779478860387
"627","Rotterdam",51.9225,4.4792,2019,3794,27270,0.139127246057939
"628","Leiden",52.1583,4.4931,2019,1624,13835,0.117383447777376
"629","Haarlem",52.3803,4.6406,2019,121,1558,0.0776636713735558
"630","Gouda",52.0181,4.7056,2019,8,399,0.0200501253132832
"631","Alkmaar",52.632,4.751,2019,5,1417,0.00352858151023289
"632","Breda",51.5875,4.775,2019,508,6793,0.0747828647136758
"633","Amsterdam",52.3667,4.8833,2019,8052,46089,0.174705461172948
"634","Diemen",52.3439,4.9625,2019,114,910,0.125274725274725
"635","Tilburg",51.5572,5.0911,2019,2153,14478,0.148708385136069
"636","Utrecht",52.0908,5.1222,2019,2387,25183,0.094786165270222
"637","Hilversum",52.23,5.18,2019,1,9,0.111111111111111
"638","Almere",52.3758,5.2256,2019,19,1501,0.0126582278481013
"639","Amersfoort",52.155,5.3875,2019,6,745,0.00805369127516779
"640","Eindhoven",51.4408,5.4778,2019,1582,11744,0.134707084468665
"641","Wageningen",51.97,5.6667,2019,1083,4545,0.238283828382838
"642","Ede",52.0436,5.6667,2019,4,1492,0.00268096514745308
"643","Maastricht",50.8483,5.6889,2019,5050,9500,0.531578947368421
"644","Dronten",52.5242,5.7125,2019,53,589,0.0899830220713073
"645","Leeuwarden",53.2,5.7833,2019,825,6470,0.127511591962906
"646","Nijmegen",51.8425,5.8528,2019,1277,17376,0.0734921731123389
"647","Sittard-Geleen",51,5.8667,2019,58,1728,0.0335648148148148
"648","Arnhem",51.9833,5.9167,2019,521,3331,0.156409486640648
"649","Apeldoorn",52.21,5.97,2019,11,249,0.0441767068273092
"650","Heerlen",50.8833,5.9833,2019,173,1604,0.10785536159601
"651","Rheden",52,6.0167,2019,58,465,0.124731182795699
"652","Zwolle",52.5125,6.0944,2019,112,7644,0.0146520146520147
"653","Venlo",51.37,6.1681,2019,875,1458,0.600137174211248
"654","Meppel",52.6958,6.1944,2019,82,155,0.529032258064516
"655","Deventer",52.25,6.2,2019,115,2651,0.043379856657865
"656","Doetinchem",51.9656,6.2889,2019,2,125,0.016
"657","Assen",52.9967,6.5625,2019,13,30,0.433333333333333
"658","Groningen",53.2167,6.5667,2019,4337,21986,0.197261893932503
"659","Enschede",52.2183,6.8958,2019,2279,10314,0.220961799495831
"660","Emmen",52.7833,6.9,2019,71,371,0.191374663072776
